ID,Year_Birth,Education,MaritalStatus,Income,Recency,NumWebPurchases,NumStorePurchases,NumWebVisitsMonth,Response
22791,1963,Graduation,Married,80124,47,3,8,1,0
22792,1976,Graduation,Married,24027,7,2,3,8,0
22793,1963,PhD,Widow,52278,24,10,10,8,1
22794,1965,2n Cycle,Divorced,60161,17,11,8,8,0
22795,1978,Graduation,Married,51267,37,3,5,4,0
22796,1966,Graduation,Divorced,67272,12,6,12,5,0
22797,1990,Graduation,Married,18929,15,1,4,6,0
22798,1952,PhD,Together,85431,54,2,7,0,0
22799,1975,2n Cycle,Widow,47682,80,4,8,5,0
22800,1963,PhD,Divorced,48799,9,3,7,3,0
22801,1965,PhD,Together,51717,55,3,4,7,0
22802,1978,PhD,Together,34043,97,2,2,9,0
22803,1968,PhD,Married,44377,70,5,5,8,0
22804,1977,Graduation,Together,39771,92,2,3,4,0
22805,1977,Graduation,Together,46931,94,1,3,3,0
22806,1989,PhD,Together,66973,98,8,12,3,0
22807,1957,Graduation,Single,36864,53,5,4,8,1
22808,1963,PhD,Divorced,72968,8,5,8,3,1
22809,1972,Graduation,Married,30023,28,2,3,8,0
22810,1968,Master,Divorced,41335,24,4,4,7,0
22811,1968,Graduation,Married,19514,47,3,2,8,1
22812,1975,2n Cycle,Divorced,11448,16,1,2,6,0
22813,1988,Graduation,Alone,34176,12,3,4,6,0
22814,1985,2n Cycle,Single,41473,80,2,3,7,0
22815,1974,Graduation,Married,44989,26,5,5,6,0
22816,1971,Graduation,Together,34600,8,5,5,8,1
22817,1958,Graduation,Married,48192,76,2,12,8,1
22818,1973,Graduation,Together,73926,54,6,12,3,0
22819,1969,Master,Single,26877,74,3,6,6,0
22820,1966,PhD,Single,7144,92,23,1,0,0
22821,1962,Graduation,Married,86111,73,5,10,2,0
22822,1983,Master,Single,31788,15,3,4,5,0
22823,1967,Master,Married,37054,89,1,3,7,0
22824,1993,Graduation,Absurd,79244,58,4,7,1,1
22825,1968,Graduation,Divorced,36997,72,2,4,5,0
22826,1981,PhD,Together,44953,31,7,13,6,0
22827,1952,Graduation,Married,50300,52,2,8,2,0
22828,1959,Graduation,Married,54984,51,6,6,7,0
22829,1985,Graduation,Married,92533,84,6,11,2,0
22830,1953,Graduation,Widow,53653,29,10,12,6,0
22831,1973,PhD,Married,54222,98,3,5,3,0
22832,1958,Graduation,Divorced,79803,54,4,5,1,0
22833,1963,Master,Together,38620,56,2,3,3,0
22834,1982,Graduation,Single,,57,2,3,6,0
22835,1986,Graduation,Together,34728,2,1,2,6,1
22836,1960,Graduation,Together,62807,83,5,12,5,0
22837,1990,Graduation,Married,18929,15,1,4,6,0
22838,1987,Graduation,Together,18227,21,0,2,8,0
22839,1960,Master,Together,17144,96,3,4,7,0
22840,1977,PhD,Married,61996,27,6,8,5,1
22841,1980,PhD,Single,65295,19,3,13,2,0
22842,1978,Graduation,Divorced,63693,63,11,9,6,0
22843,1952,2n Cycle,Divorced,63998,42,7,11,4,1
22844,1985,Graduation,Single,66503,30,4,6,3,0
22845,1956,Master,Married,50965,87,10,5,8,0
22846,1969,Graduation,Married,44078,17,2,3,5,0
22847,1955,Graduation,Single,62535,13,3,8,3,0
22848,1965,Graduation,Married,48006,55,1,3,6,0
22849,1985,2n Cycle,Married,36145,13,4,3,9,1
22850,1944,Graduation,Married,55956,22,7,4,4,0
22851,1982,Graduation,Married,42081,86,6,4,6,0
22852,1963,Graduation,Single,30983,50,4,3,8,1
22853,1979,Basic,Together,24594,94,1,3,5,0
22854,1971,Master,Single,33316,34,2,4,6,0
22855,1958,Graduation,Married,51876,88,2,8,1,0
22856,1967,Graduation,Married,35441,94,1,3,8,0
22857,1970,PhD,Married,69084,43,7,13,8,0
22858,1974,PhD,Married,61917,83,2,4,5,0
22859,1981,Basic,Married,24480,46,3,4,7,0
22860,1992,Graduation,Together,63207,68,2,6,7,0
22861,1951,PhD,Single,64950,29,11,10,7,0
22862,1956,Graduation,Divorced,26150,61,1,3,7,0
22863,1974,Graduation,Single,32233,26,6,2,9,1
22864,1992,Basic,Single,7500,63,3,2,9,0
22865,1985,Graduation,Single,70596,68,3,12,2,0
22866,1992,Basic,Single,15253,13,1,3,7,0
22867,1989,PhD,Together,66973,98,8,12,3,0
22868,1967,Graduation,Together,27943,89,2,3,8,0
22869,1966,Graduation,Widow,27038,64,3,3,9,1
22870,1969,Graduation,Single,72679,65,4,5,1,0
22871,1967,Master,Single,32557,13,2,3,5,1
22872,1975,Master,Married,92163,25,5,5,2,1
22873,1954,Graduation,Together,39898,20,3,4,7,0
22874,1982,Graduation,Single,,57,2,3,6,0
22875,1986,Master,Married,27161,41,1,3,7,0
22876,1953,Master,Together,56129,65,6,10,4,0
22877,1966,Graduation,Together,37758,49,1,3,8,0
22878,1958,Graduation,Together,53977,21,5,12,5,0
22879,1987,Graduation,Single,23442,71,1,3,7,0
22880,1962,PhD,Together,56067,51,7,7,5,0
22881,1977,Master,Married,50353,72,4,6,3,0
22882,1967,Graduation,Married,42664,44,1,3,6,0
22883,1972,2n Cycle,Single,65704,18,2,10,1,0
22884,1967,PhD,Married,77766,97,11,11,6,1
22885,1951,Master,Divorced,57530,68,1,4,1,0
22886,1956,Master,Together,50943,49,1,3,5,0
22887,1977,Graduation,Single,56628,30,7,5,5,0
22888,1948,PhD,Together,46681,52,4,4,5,0
22889,1979,Graduation,Married,7500,61,1,2,8,0
22890,1989,2n Cycle,Together,38683,80,4,6,7,0
22891,1982,Graduation,Married,22448,86,2,3,3,0
22892,1955,Graduation,Divorced,37244,90,1,2,7,0
22893,1971,Graduation,Divorced,1730,65,0,0,20,0
22894,1954,Graduation,Married,62820,51,3,6,1,0
22895,1964,Graduation,Together,63404,97,6,4,4,0
22896,1964,Graduation,Married,42523,96,1,4,2,0
22897,1971,Graduation,Single,10245,32,1,2,5,0
22898,1982,Graduation,Married,24711,86,3,3,7,0
22899,1958,Graduation,Together,53977,21,5,12,5,0
22900,1973,PhD,Divorced,35860,37,1,2,5,1
22901,1972,Graduation,Together,77044,12,7,11,4,0
22902,1975,2n Cycle,Married,37284,46,0,3,6,0
22903,1949,Graduation,Together,38823,56,2,3,6,0
22904,1988,Master,Single,90247,27,3,7,1,1
22905,1959,Graduation,Married,54984,51,6,6,7,0
22906,1989,2n Cycle,Together,38683,80,4,6,7,0
22907,1987,Graduation,Together,67605,84,2,6,1,0
22908,1976,2n Cycle,Together,26326,12,0,3,3,0
22909,1946,Graduation,Married,78569,14,4,4,1,1
22910,1953,Graduation,Together,94384,62,5,5,2,1
22911,1980,Graduation,Married,77353,38,6,8,4,0
22912,1977,PhD,Together,102160,54,7,10,4,1
22913,1950,Graduation,Married,80763,17,5,6,3,1
22914,1969,Graduation,Married,4428,0,25,0,1,0
22915,1980,Graduation,Married,41850,51,3,3,8,0
22916,1956,Graduation,Married,62503,40,8,11,5,0
22917,1965,2n Cycle,Married,70924,41,6,7,3,0
22918,1954,Graduation,Divorced,64497,17,11,9,8,1
22919,1949,PhD,Together,67911,63,6,11,3,0
22920,1989,2n Cycle,Together,10404,52,1,4,5,0
22921,1945,PhD,Together,71604,3,8,5,4,1
22922,1986,Basic,Married,20425,5,2,3,7,0
22923,1962,Graduation,Together,76081,85,4,4,2,0
22924,1986,PhD,Together,38197,86,1,3,5,0
22925,1988,2n Cycle,Married,23331,92,3,3,8,0
22926,1984,Graduation,Single,34738,51,1,3,6,0
22927,1959,Master,Widow,33051,15,9,8,9,1
22928,1974,PhD,Married,37087,50,4,8,6,0
22929,1952,PhD,Married,50870,13,2,3,5,0
22930,1965,2n Cycle,Divorced,64176,52,8,8,6,0
22931,1972,Master,Married,57136,48,5,10,6,0
22932,1959,PhD,Married,36732,71,1,4,2,0
22933,1955,Graduation,Together,76005,72,3,13,6,0
22934,1966,Master,Together,49618,77,3,3,7,0
22935,1979,Graduation,Divorced,68274,83,4,5,3,0
22936,1971,Graduation,Together,16626,76,3,3,9,0
22937,1974,2n Cycle,Married,20130,99,1,3,8,0
22938,1951,Graduation,Divorced,22263,31,1,3,6,0
22939,1982,Graduation,Married,28718,78,2,3,8,0
22940,1952,Master,Together,40442,52,3,4,7,1
22941,1975,2n Cycle,Widow,47682,80,4,8,5,0
22942,1962,PhD,Single,33419,76,2,4,7,0
22943,1985,Graduation,Together,54006,42,8,7,7,0
22944,1964,2n Cycle,Married,62905,68,7,8,4,0
22945,1974,Master,Together,43018,46,2,2,5,0
22946,1957,Master,Together,65487,48,3,6,2,0
22947,1976,Graduation,Married,74068,14,4,9,2,0
22948,1978,Graduation,Single,60199,49,0,3,4,0
22949,1966,Graduation,Divorced,55686,27,6,5,4,0
22950,1964,PhD,Married,31686,31,1,3,6,0
22951,1980,Graduation,Married,15072,96,3,3,5,0
22952,1966,Graduation,Together,37758,49,1,3,8,0
22953,1965,PhD,Married,57236,22,2,4,3,0
22954,1982,Graduation,Together,71853,29,2,6,1,0
22955,1966,Graduation,Married,61286,34,7,8,5,0
22956,1988,Graduation,Single,66951,46,3,7,1,0
22957,1962,Graduation,Single,57967,39,4,8,5,0
22958,1961,Graduation,Single,82014,48,3,12,6,1
22959,1958,Graduation,Together,53977,21,5,12,5,0
22960,1960,Master,Married,28520,55,1,2,6,0
22961,1960,Master,Married,30522,6,1,9,2,0
22962,1992,Basic,Single,15253,13,1,3,7,0
22963,1955,Graduation,Married,50737,61,2,4,6,0
22964,1979,Basic,Single,15862,26,1,3,8,0
22965,1955,Graduation,Together,65748,58,2,10,1,0
22966,1979,Graduation,Married,71626,94,5,8,3,0
22967,1988,2n Cycle,Married,23331,92,3,3,8,0
22968,1972,Master,Together,49854,63,6,5,6,0
22969,1952,Graduation,Single,40887,32,3,3,9,1
22970,1992,Basic,Married,17256,10,2,2,8,0
22971,1954,Graduation,Married,86718,20,5,5,2,0
22972,1983,Graduation,Together,36075,54,2,4,6,0
22973,1953,Graduation,Married,39722,92,2,3,5,0
22974,1972,Graduation,Married,62710,53,4,12,4,0
22975,1966,PhD,Single,7144,92,23,1,0,0
22976,1959,PhD,Widow,67786,0,3,6,1,1
22977,1989,Master,Divorced,10979,34,3,3,5,0
22978,1966,PhD,Single,46734,86,3,3,6,0
22979,1970,PhD,Single,57642,24,7,6,4,0
22980,1964,Graduation,Widow,85620,68,3,4,1,1
22981,1952,2n Cycle,Divorced,63998,42,7,11,4,1
22982,1973,Graduation,Single,65333,58,9,8,6,0
22983,1984,2n Cycle,Married,35684,66,1,3,6,0
22984,1979,Graduation,Single,48526,32,2,4,3,0
22985,1950,PhD,Married,41145,20,0,3,3,0
22986,1950,PhD,Divorced,42873,11,6,4,8,0
22987,1984,2n Cycle,Married,14796,1,1,3,9,1
22988,1964,Graduation,Together,68142,96,10,7,6,0
22989,1954,Master,Together,,83,4,4,6,0
22990,1973,Master,Together,,87,2,8,1,0
22991,1971,2n Cycle,Divorced,49118,90,9,10,7,1
22992,1977,Master,Married,22701,2,1,3,5,0
22993,1947,Master,Together,66000,36,1,5,1,0
22994,1954,Graduation,Married,38998,92,2,3,8,0
22995,1943,PhD,Married,75865,73,3,10,1,0
22996,1964,Graduation,Divorced,51983,95,9,10,7,0
22997,1989,PhD,Together,77845,40,3,12,1,0
22998,1985,2n Cycle,Single,41473,80,2,3,7,0
22999,1950,Graduation,Married,59462,29,9,12,7,0
23000,1975,2n Cycle,Married,57036,33,6,13,9,0
23001,1981,Graduation,Single,91065,33,7,9,3,1
23002,1974,Master,Together,21255,56,2,4,4,0
23003,1966,PhD,Single,78420,75,3,8,1,0
23004,1982,Graduation,Married,69109,10,6,7,4,1
23005,1964,Master,Single,63972,93,5,10,4,0
23006,1976,Graduation,Married,53858,50,4,6,4,0
23007,1968,Graduation,Together,40521,82,0,2,5,0
23008,1972,2n Cycle,Together,46344,28,7,5,7,0
23009,1971,Graduation,Married,64722,47,8,11,6,0
23010,1957,Graduation,Single,,45,1,2,7,0
23011,1983,Graduation,Single,24072,79,1,2,8,0
23012,1989,PhD,Single,33996,46,1,3,4,0
23013,1976,Master,Together,46106,84,1,2,6,0
23014,1952,Graduation,Married,67433,51,6,13,4,0
23015,1988,Graduation,Married,38872,93,3,3,8,0
23016,1960,PhD,Married,49154,69,4,8,6,0
23017,1963,PhD,Married,53378,41,9,6,8,1
23018,1969,PhD,Married,94871,99,8,4,7,1
23019,1950,Master,Divorced,63120,53,8,9,7,1
23020,1988,Graduation,Single,68655,95,4,11,3,0
23021,1984,Graduation,Single,36108,68,7,4,9,0
23022,1949,PhD,Single,26518,33,2,3,8,1
23023,1970,Graduation,Single,43020,79,4,4,6,0
23024,1955,Master,Married,38452,62,3,3,7,0
23025,1981,Master,Single,22944,67,3,3,7,0
23026,1986,PhD,Single,29999,22,3,4,8,0
23027,1971,PhD,Together,49269,92,7,12,7,0
23028,1962,Graduation,Married,65316,65,3,5,4,0
23029,1978,Graduation,Married,44359,19,2,4,3,0
23030,1955,PhD,Together,75261,17,5,5,2,1
23031,1967,Graduation,Single,79146,33,8,8,6,0
23032,1954,Graduation,Single,36130,46,3,4,4,1
23033,1973,Graduation,Married,31814,73,2,3,9,0
23034,1950,PhD,Widow,76842,37,1,7,0,0
23035,1971,PhD,Single,42767,53,3,2,8,0
23036,1948,Master,Widow,78427,36,3,10,3,1
23037,1986,Master,Married,80141,20,7,10,6,1
23038,1992,Graduation,Single,48789,94,6,7,6,0
23039,1981,Graduation,Married,19419,76,4,3,9,0
23040,1984,Graduation,Together,37235,68,1,2,4,0
23041,1984,Master,Married,30477,16,1,3,6,0
23042,1951,Master,Together,39767,18,7,7,8,0
23043,1951,Graduation,Single,49090,45,7,9,7,0
23044,1977,Graduation,Together,666666,23,3,3,6,0
23045,1985,Graduation,Married,92533,84,6,11,2,0
23046,1955,Graduation,Single,62535,13,3,8,3,0
23047,1975,Graduation,Single,84196,56,8,7,3,0
23048,1965,Graduation,Single,23478,51,3,3,8,0
23049,1970,Graduation,Single,20587,39,1,2,7,0
23050,1975,2n Cycle,Together,46772,88,11,5,8,0
23051,1971,Graduation,Together,34600,8,5,5,8,1
23052,1957,PhD,Together,6835,76,0,1,20,0
23053,1972,Graduation,Married,77981,78,7,7,5,0
23054,1971,Graduation,Married,70886,65,5,4,2,0
23055,1953,Master,Married,65569,96,6,10,3,0
23056,1963,PhD,Married,81300,17,10,5,5,1
23057,1987,Graduation,Single,29236,30,4,3,9,0
23058,1956,Graduation,Together,46097,11,3,6,4,0
23059,1982,Graduation,Together,71853,29,2,6,1,0
23060,1963,PhD,Divorced,41003,11,6,8,6,0
23061,1968,Graduation,Together,58554,55,8,6,7,0
23062,1952,2n Cycle,Widow,28457,96,4,4,8,0
23063,1974,PhD,Married,34596,48,1,2,8,0
23064,1978,Basic,Together,24882,52,1,2,6,0
23065,1988,Graduation,Single,34176,12,3,4,6,0
23066,1983,Graduation,Together,22010,51,2,3,8,0
23067,1981,Graduation,Together,56386,51,9,7,9,0
23068,1954,Graduation,Divorced,76773,79,2,11,1,0
23069,1966,PhD,Together,47472,39,2,4,5,0
23070,1975,Graduation,Together,66653,18,4,12,3,0
23071,1968,Master,Together,43795,11,7,4,7,1
23072,1969,Graduation,Single,81657,69,3,8,1,0
23073,1990,Basic,Single,16185,71,2,2,8,0
23074,1978,Graduation,Widow,54162,31,1,3,4,0
23075,1983,PhD,Married,23536,53,0,3,3,0
23076,1958,Graduation,Married,72905,52,3,9,1,0
23077,1968,Graduation,Together,58554,55,8,6,7,0
23078,1976,Master,Together,65104,4,3,7,7,0
23079,1964,Graduation,Married,40800,77,3,3,7,0
23080,1977,2n Cycle,Together,25315,46,3,3,8,0
23081,1988,2n Cycle,Single,23331,97,5,5,9,0
23082,1969,Graduation,Together,38361,74,3,3,7,0
23083,1953,Master,Married,59354,59,4,7,3,0
23084,1953,Graduation,Married,39722,92,2,3,5,0
23085,1989,Graduation,Married,28691,56,1,3,8,0
23086,1954,Graduation,Divorced,85683,6,2,10,1,1
23087,1975,Graduation,Married,48178,69,5,4,8,0
23088,1968,PhD,Married,36778,63,3,3,9,0
23089,1976,Master,Married,53204,40,1,3,4,0
23090,1974,Graduation,Together,83145,14,5,11,2,1
23091,1900,2n Cycle,Divorced,36640,99,2,2,5,0
23092,1965,Graduation,Single,66294,68,4,5,2,0
23093,1973,Graduation,Single,65333,58,9,8,6,0
23094,1954,Graduation,Married,80067,82,4,6,2,0
23095,1957,Graduation,Married,73803,61,9,6,6,1
23096,1971,Graduation,Married,76445,2,2,13,6,0
23097,1965,Master,Married,53843,64,8,3,7,0
23098,1955,Graduation,Together,38946,84,3,6,5,0
23099,1956,PhD,Married,66334,82,9,5,5,1
23100,1947,Master,Together,66000,36,1,5,1,0
23101,1972,2n Cycle,Single,65704,18,2,10,1,0
23102,1958,Master,Single,75154,79,6,6,3,1
23103,1971,Master,Divorced,44635,25,2,3,7,0
23104,1985,Master,Together,40101,73,6,6,7,0
23105,1950,PhD,Divorced,42873,11,6,4,8,0
23106,1946,PhD,Married,51012,86,4,4,6,0
23107,1958,Graduation,Divorced,71964,81,5,5,3,0
23108,1972,Graduation,Together,77044,12,7,11,4,0
23109,1962,PhD,Single,33419,76,2,4,7,0
23110,1959,Graduation,Married,87195,35,3,5,1,1
23111,1971,Master,Married,56850,83,1,3,2,0
23112,1964,PhD,Married,65526,22,4,8,2,0
23113,1962,Graduation,Together,51195,46,9,5,8,0
23114,1971,Graduation,Married,64795,23,3,12,2,0
23115,1975,Master,Together,53253,61,4,5,5,0
23116,1950,PhD,Married,55517,53,11,6,9,1
23117,1955,Graduation,Single,62535,13,3,8,3,0
23118,1970,Graduation,Single,27242,2,2,3,9,1
23119,1976,Graduation,Single,20180,27,2,4,7,0
23120,1973,Graduation,Widow,60208,13,8,7,7,1
23121,1967,PhD,Married,36947,49,3,4,9,0
23122,1955,PhD,Single,49667,35,5,5,8,1
23123,1950,PhD,Widow,56551,48,2,4,4,0
23124,1981,PhD,Married,58293,94,5,6,5,0
23125,1955,Graduation,Single,,95,6,5,7,0
23126,1948,Graduation,Married,77142,54,4,8,2,0
23127,1970,Graduation,Divorced,84835,0,4,6,1,1
23128,1956,Graduation,Married,67131,72,9,12,6,0
23129,1983,Graduation,Single,101970,69,6,13,2,1
23130,1992,Graduation,Together,63207,68,2,6,7,0
23131,1971,PhD,Together,78642,83,4,4,6,0
23132,1952,Master,Married,33444,24,1,2,8,0
23133,1977,Graduation,Single,35790,54,2,3,7,0
23134,1973,2n Cycle,Married,35688,94,4,4,8,0
23135,1990,Basic,Married,24279,6,4,3,8,0
23136,1979,Graduation,Together,30545,71,2,3,7,0
23137,1954,Master,Widow,44551,24,4,5,7,0
23138,1971,Master,Together,157733,37,1,1,1,0
23139,1976,Graduation,Divorced,30992,83,1,3,7,0
23140,1952,Master,Together,70545,29,4,7,2,0
23141,1949,Master,Divorced,35416,62,7,5,8,0
23142,1965,Graduation,Together,83003,18,7,8,3,1
23143,1981,2n Cycle,Single,24336,82,1,2,7,0
23144,1971,Master,Together,30538,27,9,4,10,0
23145,1978,PhD,Married,82170,13,5,7,2,0
23146,1973,Graduation,Married,59041,25,2,4,5,0
23147,1971,Graduation,Divorced,44421,53,5,4,8,0
23148,1972,Master,Married,83151,80,5,10,2,1
23149,1970,Graduation,Married,63684,61,8,8,5,0
23150,1970,Master,Single,29548,52,1,2,4,0
23151,1975,Master,Single,46098,86,3,2,8,0
23152,1975,2n Cycle,Widow,47682,80,4,8,5,0
23153,1948,PhD,Married,34469,58,1,4,4,0
23154,1949,PhD,Married,58607,63,2,9,8,0
23155,1972,Graduation,Married,69209,4,5,6,4,0
23156,1968,Graduation,Widow,73455,98,6,10,3,0
23157,1954,PhD,Married,36930,50,5,4,8,0
23158,1978,Basic,Together,24882,52,1,2,6,0
23159,1972,Graduation,Married,62710,53,4,12,4,0
23160,1955,Master,Married,52750,72,5,9,4,0
23161,1955,Graduation,Divorced,49431,9,7,5,8,0
23162,1970,Graduation,Single,20587,39,1,2,7,0
23163,1985,PhD,Married,33454,32,4,4,8,0
23164,1992,Basic,Single,18746,41,3,3,6,0
23165,1981,Master,Married,36959,56,2,3,8,0
23166,1992,Graduation,Together,75114,40,3,5,2,0
23167,1990,Graduation,Single,26095,77,1,3,7,0
23168,1961,Master,Together,74881,48,9,12,5,0
23169,1974,Graduation,Single,32233,26,6,2,9,1
23170,1966,PhD,Together,47472,39,2,4,5,0
23171,1968,Master,Together,43795,11,7,4,7,1
23172,1976,Graduation,Married,53858,50,4,6,4,0
23173,1973,Graduation,Widow,60208,13,8,7,7,1
23174,1975,2n Cycle,Single,41658,30,1,2,4,0
23175,1975,Graduation,Single,56243,26,4,8,5,0
23176,1963,Graduation,Together,77226,29,6,12,3,0
23177,1971,Master,Single,33316,34,2,4,6,0
23178,1977,Graduation,Single,85072,94,3,10,0,0
23179,1965,Master,Together,45143,74,6,5,7,0
23180,1969,Master,Together,41021,12,2,3,6,1
23181,1980,Graduation,Married,50183,47,3,6,5,0
23182,1956,PhD,Married,84117,60,7,6,2,0
23183,1963,2n Cycle,Married,32632,32,4,8,5,0
23184,1958,PhD,Together,37334,44,3,4,4,0
23185,1980,Basic,Married,25965,29,2,3,8,0
23186,1959,Graduation,Together,87771,61,5,4,6,1
23187,1971,PhD,Divorced,86979,67,5,5,2,1
23188,1972,2n Cycle,Married,24884,32,0,3,7,0
23189,1978,Graduation,Married,42693,29,1,3,5,0
23190,1974,Graduation,Single,43322,25,3,4,7,0
23191,1971,PhD,Married,42403,18,1,3,8,0
23192,1982,Graduation,Together,40479,95,0,3,4,0
23193,1970,Graduation,Single,30015,28,1,4,5,0
23194,1982,Graduation,Married,37040,41,4,5,8,0
23195,1977,Master,Married,22701,2,1,3,5,0
23196,1966,Graduation,Single,34704,65,1,3,5,0
23197,1979,Graduation,Married,56775,62,5,10,5,0
23198,1968,PhD,Divorced,83664,57,2,12,5,0
23199,1982,Graduation,Married,69109,10,6,7,4,1
23200,1953,Graduation,Married,48686,8,1,2,8,0
23201,1979,Master,Single,16653,10,2,3,6,1
23202,1964,2n Cycle,Together,68316,54,10,10,6,0
23203,1967,Master,Together,62513,16,6,10,6,0
23204,1978,Basic,Together,24882,52,1,2,6,0
23205,1981,Graduation,Together,38547,49,1,2,8,0
23206,1955,PhD,Single,55521,11,6,6,7,1
23207,1964,Graduation,Single,45989,97,3,7,3,0
23208,1970,Graduation,Single,20587,39,1,2,7,0
23209,1963,Graduation,Married,22419,74,3,2,8,0
23210,1950,PhD,Together,5648,68,1,0,20,0
23211,1954,Graduation,Divorced,76773,79,2,11,1,0
23212,1980,Graduation,Divorced,81702,98,7,12,3,0
23213,1969,Graduation,Married,75759,46,9,9,5,1
23214,1955,2n Cycle,Married,72635,54,6,6,3,0
23215,1965,PhD,Married,84618,96,6,10,2,0
23216,1975,PhD,Married,79174,2,5,7,2,1
23217,1968,Master,Single,50014,9,4,8,5,0
23218,1990,2n Cycle,Married,24683,98,2,4,5,0
23219,1985,Basic,Single,16581,51,0,3,4,0
23220,1968,Master,Divorced,63841,64,9,9,6,0
23221,1976,Graduation,Single,37697,82,2,3,6,0
23222,1979,Graduation,Together,34350,81,1,3,7,0
23223,1965,Master,Single,35791,94,1,3,8,0
23224,1973,2n Cycle,Married,35688,94,4,4,8,0
23225,1963,PhD,Single,46757,71,4,7,9,0
23226,1982,Graduation,Married,28718,78,2,3,8,0
23227,1996,2n Cycle,Married,7500,24,3,3,9,1
23228,1976,Graduation,Married,13624,93,2,3,6,0
23229,1966,Graduation,Together,37758,49,1,3,8,0
23230,1971,Master,Single,36230,17,2,4,5,0
23231,1972,Graduation,Married,36026,34,2,3,6,0
23232,1969,Graduation,Married,80952,20,8,11,8,1
23233,1968,Graduation,Married,19514,47,3,2,8,0
23234,1976,Graduation,Together,85606,89,6,9,3,0
23235,1959,PhD,Married,75032,74,5,9,3,0
23236,1959,Graduation,Divorced,52332,63,3,6,4,0
23237,1960,Graduation,Married,29440,95,1,4,7,0
23238,1979,Basic,Single,15862,26,1,3,8,0
23239,1951,Graduation,Married,94642,35,5,9,1,0
23240,1963,Graduation,Single,49980,79,3,5,5,0
23241,1970,Master,Together,79419,96,4,4,2,0
23242,1948,PhD,Married,56223,72,2,5,4,0
23243,1953,Graduation,Single,69267,31,3,5,7,1
23244,1965,Master,Married,53843,64,8,3,7,0
23245,1950,PhD,Together,59292,71,3,8,3,0
23246,1965,PhD,Married,84618,96,6,10,2,0
23247,1975,Graduation,Married,74190,49,4,11,2,0
23248,1975,PhD,Married,69283,41,7,13,5,0
23249,1963,Graduation,Married,80124,47,3,8,1,0
23250,1977,Graduation,Together,157146,13,0,0,1,0
23251,1983,Graduation,Married,76630,93,3,11,1,0
23252,1973,Graduation,Single,7500,54,3,3,7,0
23253,1994,Graduation,Single,95529,29,7,7,3,1
23254,1964,Graduation,Married,42523,96,1,4,2,0
